gamma;norm
2,8644696639022262; 2,909024069085828e-14
2,873635966826713; 3,2256451731490315e-14
2,885421213443911; 2,6651917305545702e-14
2,8828022697512004; 3,442246893610763e-14
2,895896988214753; 3,653603901673895e-14
2,9142295940637277; 2,6323064480552883e-14
2,9089917066783064; 3,8516285567237694e-14
2,9233958969882146; 4,0527902360120574e-14
2,9430379746835444; 2,651556369518282e-14
2,9391095591444785; 4,2615984118814787e-14
2,9548232213007424; 4,463054187192117e-14
2,971846355303361; 2,6972749329928933e-14
2,9705368834570054; 4,6586280420557306e-14
2,9862505456132693; 4,848319976472317e-14
3,0006547359231774; 2,7590350976866666e-14
3,001964207769533; 5,038011910888904e-14
3,018987341772152; 5,233795834339911e-14
3,0294631165429946; 2,8272119028681032e-14
3,037319947621126; 5,443024147384121e-14
3,058271497162811; 2,8993991083543303e-14
3,0556525534701002; 5,643429579757791e-14
3,073985159319075; 5,837532954509647e-14
3,087079877782628; 2,9836175147549304e-14
3,092317765168049; 6,024073860115327e-14
3,111959842863379; 6,212190280126462e-14
3,1158882584024443; 3,072648401521277e-14
3,134220864251419; 6,418302575790996e-14
3,1420776953295504; 3,1636399284366335e-14
3,157791357485814; 6,617307550915374e-14
3,1813618507202097; 6,800627404847683e-14
3,210170231340026; 7,006049020459725e-14
3,238978611959843; 7,17608999338284e-14
3,2677869925796594; 7,321266484416253e-14
3,296595373199476; 7,433557692950385e-14
3,325403753819293; 7,514567779107151e-14
3,338498472282846; 4,0006550320497816e-14
3,3542121344391096; 7,559484262520805e-14
3,3673068529026624; 4,157060643936609e-14
3,3830205150589263; 7,567505063130386e-14
3,3961152335224796; 4,323091216554931e-14
3,411828895678743; 7,530609380326313e-14
3,423614142295941; 4,495698845673112e-14
3,4406372762985598; 7,446390973925714e-14
3,4498035792230466; 4,690684508492021e-14
3,469445656918376; 7,302818643014218e-14
3,4733740724574425; 4,8865524593779865e-14
3,4943256219991268; 7,10881552826998e-14
3,493016150152772; 5,0812860398920235e-14
3,5087298123090354; 5,2721123446805384e-14
3,511348756001746; 6,921991030071318e-14
3,523321070025566; 5,4745344354931883e-14
3,5240069838498473; 6,71141827806779e-14
3,5309908336970754; 6,536431144768768e-14
3,5327367961588827; 5,676200279391221e-14
3,537538192928852; 6,329799279464745e-14
3,537974683544304; 5,892360855819425e-14
3,5388476647752074; 6,112932872582898e-14
3,1759493670886076; 3,279317697228144e-14
3,208860759493671; 3,4498933901918974e-14
3,2468354430379747; 3,569296375266524e-14
3,267088607594937; 3,6545842217484e-14
3,3050632911392404; 3,8251599147121534e-14
