customer_id,region,revenue,date,product,sales_rep,customer_type,units_sold
1001,North,15420.50,2024-01-15,Laptop Pro,Alice Johnson,Enterprise,12
1002,South,8750.25,2024-01-16,Tablet Max,Bob Smith,Consumer,25
1003,East,22100.00,2024-01-17,Desktop Elite,Carol White,Enterprise,8
1004,West,5200.75,2024-01-18,Smartphone X,David Brown,Consumer,35
1005,North,18900.40,2024-01-19,Laptop Pro,Alice Johnson,Enterprise,15
1006,South,12300.60,2024-01-20,Monitor Ultra,Eve Davis,Enterprise,20
1007,East,4550.80,2024-01-21,Tablet Mini,Frank Wilson,Consumer,18
1008,West,31200.00,2024-01-22,Server Rack,Grace Miller,Enterprise,4
1009,North,9800.30,2024-01-23,Smartphone Y,Alice Johnson,Consumer,40
1010,South,16750.90,2024-01-24,Laptop Standard,Bob Smith,Enterprise,22
1011,East,7200.45,2024-01-25,Printer Pro,Carol White,Consumer,15
1012,West,28500.00,2024-01-26,Workstation Z,David Brown,Enterprise,6
1013,North,6300.20,2024-01-27,Headphones Elite,Alice Johnson,Consumer,50
1014,South,19800.75,2024-01-28,Monitor Pro,Eve Davis,Enterprise,18
1015,East,11400.60,2024-01-29,Keyboard Mech,Frank Wilson,Consumer,30
1016,West,14200.35,2024-01-30,Mouse Gaming,Grace Miller,Consumer,45
1017,North,25600.80,2024-02-01,Laptop Pro Max,Alice Johnson,Enterprise,10
1018,South,8900.15,2024-02-02,Tablet Standard,Bob Smith,Consumer,28
1019,East,32500.00,2024-02-03,Server Elite,Carol White,Enterprise,3
1020,West,7800.90,2024-02-04,Smartphone Pro,David Brown,Consumer,32
1021,North,13600.45,2024-02-05,Monitor Basic,Alice Johnson,Enterprise,25
1022,South,21200.70,2024-02-06,Desktop Pro,Eve Davis,Enterprise,9
1023,East,5700.30,2024-02-07,Printer Basic,Frank Wilson,Consumer,20
1024,West,18900.85,2024-02-08,Laptop Gaming,Grace Miller,Enterprise,14
1025,North,9200.60,2024-02-09,Tablet Pro,Alice Johnson,Consumer,22
1026,South,26800.40,2024-02-10,Workstation Pro,Bob Smith,Enterprise,7
1027,East,6500.75,2024-02-11,Headphones Pro,Carol White,Consumer,38
1028,West,15300.20,2024-02-12,Monitor Gaming,David Brown,Enterprise,16
1029,North,8100.95,2024-02-13,Keyboard Pro,Alice Johnson,Consumer,42
1030,South,29700.50,2024-02-14,Server Pro,Eve Davis,Enterprise,5
1031,East,12800.30,2024-02-15,Mouse Pro,Frank Wilson,Consumer,35
1032,West,17600.85,2024-02-16,Smartphone Elite,Grace Miller,Enterprise,19
1033,North,7400.40,2024-02-17,Printer Elite,Alice Johnson,Consumer,26
1034,South,22900.75,2024-02-18,Desktop Gaming,Bob Smith,Enterprise,11
1035,East,10500.60,2024-02-19,Tablet Gaming,Carol White,Consumer,24
1036,West,19200.30,2024-02-20,Laptop Elite,David Brown,Enterprise,13
1037,North,6800.90,2024-02-21,Monitor Standard,Alice Johnson,Consumer,31
1038,South,24700.45,2024-02-22,Workstation Elite,Eve Davis,Enterprise,8
1039,East,8600.75,2024-02-23,Headphones Gaming,Frank Wilson,Consumer,29
1040,West,16900.20,2024-02-24,Keyboard Gaming,Grace Miller,Enterprise,17
1041,North,11700.85,2024-02-25,Mouse Elite,Alice Johnson,Consumer,41
1042,South,27300.60,2024-02-26,Server Gaming,Bob Smith,Enterprise,6
1043,East,9300.45,2024-02-27,Smartphone Gaming,Carol White,Consumer,33
1044,West,20800.70,2024-02-28,Desktop Elite Pro,David Brown,Enterprise,12
1045,North,7900.30,2024-03-01,Tablet Elite,Alice Johnson,Consumer,27
1046,South,18400.85,2024-03-02,Laptop Business,Eve Davis,Enterprise,15
1047,East,12100.60,2024-03-03,Monitor Elite,Frank Wilson,Consumer,23
1048,West,25900.40,2024-03-04,Workstation Gaming,Grace Miller,Enterprise,9
1049,North,8700.75,2024-03-05,Printer Gaming,Alice Johnson,Consumer,34
1050,South,21600.20,2024-03-06,Server Business,Bob Smith,Enterprise,7
